trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.009, 'e': 0.18919065798198206}",25,17,3.3477446745805324,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.009, 'e': 0.18749558134675456}",25,20,12.533590898019051,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.009, 'e': 0.18581569195612968}",20,0,8.755010744589107,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
188,False,"{'a': 0.009, 'e': 0.1841508537381482}",20,5,-37.15377165381653,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
189,False,"{'a': 0.009, 'e': 0.18250093184000432}",35,21,23.644627738951776,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.009, 'e': 0.1808657926171221}",25,9,14.585583346059416,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.009, 'e': 0.17924530362233052}",35,24,18.30730539511589,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.009, 'e': 0.17763933359513498}",25,17,1.1873387033801153,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.009, 'e': 0.1760477524510852}",20,15,-32.681499804585165,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
194,False,"{'a': 0.009, 'e': 0.17447043127123835}",30,13,11.716324268918987,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.009, 'e': 0.1729072422917164}",30,2,13.812703215923849,"{0: 27, 1: 0, 2: 0, 3: 1, 4: 0}",1
196,False,"{'a': 0.009, 'e': 0.17135805889335742}",25,3,18.325206146984236,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.009, 'e': 0.169822755591459}",20,13,14.905021347589972,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.009, 'e': 0.1683012080256144}",20,2,-0.1498971177233921,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
199,False,"{'a': 0.009, 'e': 0.16679329294963877}",30,17,-63.139624614398876,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 2}",1
200,False,"{'a': 0.009, 'e': 0.16529888822158656}",25,13,-94.3389541534999,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 2}",1
201,False,"{'a': 0.009, 'e': 0.16381787279385768}",20,9,2.74732281223802,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.009, 'e': 0.16235012670339283}",30,11,30.630434155012583,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.009, 'e': 0.16089553106195606}",20,15,7.848631577719856,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.009, 'e': 0.15945396804650522}",25,6,13.119805161558514,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
205,False,"{'a': 0.009, 'e': 0.15802532088964782}",25,11,21.792984005985605,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.009, 'e': 0.15660947387018306}",25,11,4.498891311992769,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
207,False,"{'a': 0.009, 'e': 0.15520631230372825}",20,12,16.208014761191944,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.009, 'e': 0.15381572253342932}",35,24,14.095023808638087,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.009, 'e': 0.15243759192075457}",30,12,-46.42728342566406,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
210,False,"{'a': 0.009, 'e': 0.15107180883637086}",20,0,-52.69281359145632,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
211,False,"{'a': 0.009, 'e': 0.14971826265110166}",20,0,31.856900643079626,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
212,False,"{'a': 0.009, 'e': 0.14837684372696586}",25,0,-61.65793860819708,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
213,False,"{'a': 0.009, 'e': 0.14704744340829723}",20,15,4.718019154624344,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.009, 'e': 0.14572995401294303}",30,0,-43.01689969459022,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 2}",0
215,False,"{'a': 0.009, 'e': 0.144424268823542}",20,0,6.245795063997642,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.009, 'e': 0.14313028207887982}",20,0,18.138413671697467,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
217,False,"{'a': 0.009, 'e': 0.14184788896532274}",30,21,18.725561537001354,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.009, 'e': 0.14057698560832743}",20,0,-1.6821982506850612,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
219,False,"{'a': 0.009, 'e': 0.139317469064027}",25,16,15.760550120185096,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.009, 'e': 0.13806923731089285}",20,5,5.5192236017924134,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.009, 'e': 0.1368321892414704}",20,4,29.03125625055458,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.009, 'e': 0.13560622465418973}",20,0,24.26960183468025,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
223,False,"{'a': 0.009, 'e': 0.13439124424524895}",20,13,12.148635875886228,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.009, 'e': 0.1331871496005706}",20,10,12.86075584508802,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.009, 'e': 0.13199384318783022}",20,0,-3.6431993703150156,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
226,False,"{'a': 0.009, 'e': 0.13081122834855588}",25,6,8.077362203444121,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.009, 'e': 0.129639209290299}",20,0,1.0095532004342362,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
228,False,"{'a': 0.009, 'e': 0.12847769107887502}",20,7,11.492451827648363,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.009, 'e': 0.12732657963067387}",25,10,-4.042151486781985,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
230,False,"{'a': 0.009, 'e': 0.12618578170503877}",25,19,6.370469194361983,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.009, 'e': 0.12505520489671404}",20,7,16.234296473177885,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.009, 'e': 0.12393475762836008}",20,13,7.8578310535154365,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.009, 'e': 0.12282434914313546}",25,2,14.756188083820136,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
234,False,"{'a': 0.009, 'e': 0.12172388949734589}",20,12,9.754193973833935,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.009, 'e': 0.12063328955315832}",20,0,33.130997311153074,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
236,False,"{'a': 0.009, 'e': 0.11955246097138099}",20,0,21.980365832638636,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
237,False,"{'a': 0.009, 'e': 0.11848131620430775}",20,11,0.4711505468052586,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.009, 'e': 0.11741976848862698}",20,12,-7.086385386640476,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
239,False,"{'a': 0.009, 'e': 0.11636773183839319}",20,6,26.186779585025004,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.009, 'e': 0.11532512103806256}",30,20,10.221316035469947,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.009, 'e': 0.11429185163559014}",35,21,21.61937193244092,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.009, 'e': 0.11326783993558948}",25,5,31.912816758214042,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.009, 'e': 0.11225300299255297}",25,7,27.443306706430175,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.009, 'e': 0.11124725860413336}",20,9,17.51274203006986,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.009, 'e': 0.11025052530448527}",35,20,16.97617924952953,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.009, 'e': 0.10926272235766643}",25,1,4.288234945057276,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 0}",1
247,False,"{'a': 0.009, 'e': 0.10828376975109819}",30,22,14.286828506575073,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.009, 'e': 0.10731358818908407}",30,8,9.512098863127028,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
249,False,"{'a': 0.009, 'e': 0.10635209908638715}",20,0,24.13527653576005,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
250,False,"{'a': 0.009, 'e': 0.10539922456186433}",25,19,13.989575579233533,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.009, 'e': 0.10445488743215826}",25,3,31.275443190345765,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.009, 'e': 0.10351901120544506}",25,15,14.30536665143474,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.009, 'e': 0.10259152007523867}",25,13,11.144173500504756,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.009, 'e': 0.1016723389142504}",35,10,-13.787873810179134,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",1
255,False,"{'a': 0.009, 'e': 0.10076139326830373}",25,20,11.263532985695,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.009, 'e': 0.09985860935030323}",20,2,20.738074822621744,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.009, 'e': 0.09896391403425794}",25,13,19.550237851916606,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.009, 'e': 0.0980772348493581}",20,12,16.17026260899338,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.009, 'e': 0.09719849997410487}",30,16,6.280886036765472,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.009, 'e': 0.09632763823049303}",20,4,9.466367292063365,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.009, 'e': 0.09546457907824514}",25,16,16.01717855995399,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.009, 'e': 0.09460925260909797}",30,4,23.50836649891357,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.009, 'e': 0.09376158954113986}",25,8,-26.80544749279893,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
264,False,"{'a': 0.009, 'e': 0.0929215212131989}",25,15,18.66376403025107,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.009, 'e': 0.0920889795792812}",20,2,-13.120130215796578,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
266,False,"{'a': 0.009, 'e': 0.09126389720305919}",20,14,10.891388967514914,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.009, 'e': 0.09044620725240926}",20,11,14.69857908378711,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.009, 'e': 0.08963584349399842}",20,6,10.802973015239129,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.009, 'e': 0.08883274028791913}",25,0,29.94315138326054,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
270,False,"{'a': 0.009, 'e': 0.08803683258237259}",25,8,27.48310423489687,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.009, 'e': 0.08724805590839949}",25,13,5.950804846737266,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.009, 'e': 0.08646634637465792}",25,7,29.375018286954784,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.009, 'e': 0.08569164066224835}",25,11,24.073608809080092,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.009, 'e': 0.08492387601958445}",20,12,6.048872447354971,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.009, 'e': 0.0841629902573104}",20,14,11.022801200422567,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.009, 'e': 0.08340892174326339}",20,15,3.0225430382884806,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.009, 'e': 0.08266160939748157}",30,16,24.11226860409147,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.009, 'e': 0.0819209926872563}",20,5,7.25345806940046,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
279,False,"{'a': 0.009, 'e': 0.08118701162222912}",20,6,9.48350687309938,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.009, 'e': 0.08045960674953244}",20,16,6.692305060778885,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.009, 'e': 0.0797387191489739}",20,4,-15.370250784155719,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
282,False,"{'a': 0.009, 'e': 0.07902429042826369}",25,0,32.26584851825732,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
283,False,"{'a': 0.009, 'e': 0.07831626271828482}",25,8,-11.52835612666495,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
284,False,"{'a': 0.009, 'e': 0.07761457866840567}",25,18,11.926107506396857,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.009, 'e': 0.0769191814418345}",25,20,11.124151941340337,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.009, 'e': 0.07623001471101583}",25,1,5.2842738642186955,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 0}",1
287,False,"{'a': 0.009, 'e': 0.07554702265306763}",20,8,7.7871023142146605,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.009, 'e': 0.07487014994525978}",20,6,18.605877798662355,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.009, 'e': 0.07419934176053282}",25,8,18.100531313701204,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.009, 'e': 0.0735345437630571}",30,0,37.946347746283834,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
291,False,"{'a': 0.009, 'e': 0.0728757021038313}",20,12,4.660679400273081,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.009, 'e': 0.07222276341632082}",20,16,6.236649292929099,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.009, 'e': 0.07157567481213492}",30,19,21.9352875734472,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.009, 'e': 0.07093438387674295}",25,3,22.459524080072065,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.009, 'e': 0.07029883866522847}",20,14,10.743216098656161,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.009, 'e': 0.06966898769808187}",30,3,-23.949678281945133,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 1}",1
297,False,"{'a': 0.009, 'e': 0.06904477995703044}",20,8,7.986669848832013,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.009, 'e': 0.06842616488090583}",20,15,9.716632795618047,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.009, 'e': 0.06781309236154871}",25,7,30.53164279640624,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.009, 'e': 0.06720551273974978}",20,7,20.566448945405245,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.009, 'e': 0.06660337680122749}",30,14,26.216094928281507,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.009, 'e': 0.06600663577264156}",25,0,39.07417072344385,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
303,False,"{'a': 0.009, 'e': 0.06541524131764247}",30,17,18.588369132280157,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.009, 'e': 0.06482914553295599}",25,7,28.458843457789005,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.009, 'e': 0.06424830094450311}",30,19,20.320041634979926,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.009, 'e': 0.06367266050355457}",25,12,22.867155202093027,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.009, 'e': 0.06310217758291994}",30,13,31.269105655867968,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.009, 'e': 0.06253680597317077}",30,22,17.529924289707587,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.009, 'e': 0.061976499878897494}",25,0,37.408866223475904,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.009, 'e': 0.061421213915000154}",20,8,-4.589095139160753,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
311,False,"{'a': 0.009, 'e': 0.06087090310301205}",20,13,10.40721243187879,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.009, 'e': 0.060325522867456564}",25,20,9.847114509051789,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.009, 'e': 0.05978502903223641}",30,18,23.381400503962254,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.009, 'e': 0.05924937781705543}",20,0,17.961970218445156,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
315,False,"{'a': 0.009, 'e': 0.058718525833872284}",20,10,18.26983681220298,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.009, 'e': 0.05819243008338615}",20,10,-25.152051472523766,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
317,False,"{'a': 0.009, 'e': 0.05767104795155356}",25,12,23.07620371296826,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.009, 'e': 0.05715433720613679}",20,12,15.3880055718339,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.009, 'e': 0.056642255993282896}",30,23,12.1285632704109,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.009, 'e': 0.056134762834133725}",25,20,6.429531737263003,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.009, 'e': 0.055631816621465886}",25,8,29.107449853003942,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.009, 'e': 0.05513337661636116}",25,16,-4.697143558203194,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
323,False,"{'a': 0.009, 'e': 0.05463940244490662}",20,0,29.26807208166665,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
324,False,"{'a': 0.009, 'e': 0.05414985409492427}",25,15,-16.797951400080777,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
325,False,"{'a': 0.009, 'e': 0.053664691912730135}",20,6,26.42848319741008,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.009, 'e': 0.053183876599922186}",25,10,28.366708318603788,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.009, 'e': 0.05270736921019719}",30,24,10.186713553538777,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.009, 'e': 0.05223513114619603}",20,0,20.40157464757908,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
329,False,"{'a': 0.009, 'e': 0.051767124156377374}",20,13,12.119738662025286,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.009, 'e': 0.051303310331919136}",20,8,-0.990271372001509,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
331,False,"{'a': 0.009, 'e': 0.05084365210364794}",25,8,-12.857792000783496,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
332,False,"{'a': 0.009, 'e': 0.05038811223899596}",20,0,5.1755851571802545,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
333,False,"{'a': 0.009, 'e': 0.049936653838985136}",20,15,11.55407826311707,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.009, 'e': 0.04948924033523821}",30,17,19.510129916074543,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.009, 'e': 0.04904583548701675}",20,7,18.88942140542608,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.009, 'e': 0.048606403378285624}",25,16,17.643066157469335,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.009, 'e': 0.048170908414803745}",20,16,9.766335080463712,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.009, 'e': 0.047739315321240997}",20,12,15.05677623553186,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.009, 'e': 0.04731158913832081}",20,6,21.994406419746113,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.009, 'e': 0.04688769521998851}",30,19,7.378248780191716,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.009, 'e': 0.04646759923060492}",20,11,-23.603703197075706,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
342,False,"{'a': 0.009, 'e': 0.046051267142165266}",25,16,16.550890955096243,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.009, 'e': 0.04563866523154272}",25,3,6.910865068349394,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
344,False,"{'a': 0.009, 'e': 0.045229760077756934}",30,16,23.9074491296225,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.009, 'e': 0.04482451855926687}",20,2,16.65366449287203,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.009, 'e': 0.044422907851287996}",25,4,1.3428505694294206,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 0}",1
347,False,"{'a': 0.009, 'e': 0.04402489542313337}",20,0,-55.25387491544073,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
348,False,"{'a': 0.009, 'e': 0.043630449035578694}",30,11,0.23151722419588006,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
349,False,"{'a': 0.009, 'e': 0.04323953673825091}",20,16,5.447870705194433,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.009, 'e': 0.04285212686704019}",20,8,23.40708147570981,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.009, 'e': 0.042468188041535175}",20,8,17.8430091549079,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.009, 'e': 0.04208768916248107}",35,1,34.6661985058716,"{0: 32, 1: 1, 2: 1, 3: 0, 4: 0}",1
353,False,"{'a': 0.009, 'e': 0.04171059940926063}",30,17,19.18069848255017,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.009, 'e': 0.041336888237397666}",20,8,18.182293040626494,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.009, 'e': 0.040966525376082946}",20,1,-11.368314776210232,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
356,False,"{'a': 0.009, 'e': 0.04059948082572219}",20,14,11.884207734648703,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.009, 'e': 0.04023572485550615}",30,0,25.23185900467223,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
358,False,"{'a': 0.009, 'e': 0.039875228001002336}",25,13,9.496455005669075,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.009, 'e': 0.039517961061768456}",20,16,9.049769838272296,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.009, 'e': 0.03916389509898708}",25,0,-8.383511606796445,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
361,False,"{'a': 0.009, 'e': 0.03881300143312164}",30,22,14.774779900300667,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.009, 'e': 0.038465251641593354}",20,11,19.864467469653885,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.009, 'e': 0.03812061755647895}",20,15,9.489055964504757,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.009, 'e': 0.03777907126222914}",30,19,18.836217233891045,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.009, 'e': 0.037440585093407336}",20,5,7.291481290473372,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
366,False,"{'a': 0.009, 'e': 0.037105131632448794}",20,4,18.520525611197066,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.009, 'e': 0.036772683707439746}",25,13,17.888818425146624,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.009, 'e': 0.03644321438991654}",20,0,29.709405094504678,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
369,False,"{'a': 0.009, 'e': 0.03611669699268429}",20,13,15.391698897984483,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
